customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
20260407000000,Cecilia,Streicher,mvarga@example.com,+43 3518 24647 701,Augustinring 6/0,Zistersdorf,Grenada,7607,52,Female,2025-08-11,"6888,7600,6383"
20260407000001,Dora,Gabriel,staudacherlevi@example.net,+43 5575 18817 261,Noel-Stocker-Straße 8/0,Peuerbach,Côte d’Ivoire,5924,73,Other,2025-01-24,"1347,3504"
20260407000002,Hansgeorg,Fischer,benitaluebs@example.net,07782 93275,Stumpfplatz 0,Bamberg,Belgien,15476,66,Other,2014-10-20,"2682,6222,4077"
20260407000003,Lorin,Isler,forsterdominik@example.org,+41 32 996 63 69,Eglistrasse 10,Oftringen,Russische Föderation,1696,30,Female,2016-06-15,"8785,3395,1451"
20260407000004,Oscar,Pieper,tibor85@example.org,+49(0) 800244059,Preißallee 140,Freital,Amerikanisch-Samoa,03393,32,Female,2023-08-18,"9185,4035,8496"
20260407000005,Piotr,Dreszer,qstrzadala@example.org,530 036 219,ulica Podleśna 30/38,Płock,Cyprus,85-013,66,Male,2010-08-19,"7852,4286,4954"
20260407000006,Georg,Wieland,adelinahell@example.net,+43 5245 88381 254,Brunnerstraße 22,Eisenstadt,Jersey,6783,71,Female,2025-05-10,
20260407000007,Janina,Jędral,adrianmakaruk@example.net,+48 32 232 04 41,ul. Żurawia 609,Zgorzelec,Tajikistan,32-255,51,Female,2025-01-27,1051
20260407000008,Liesbeth,Löchel,suekrue35@example.net,+49 (0) 7700 746818,Käthi-Grein Groth-Ring 77/95,Tuttlingen,Seychellen,43034,21,Female,2026-04-21,"8552,9059"
20260407000009,Nazaret,Benítez,canomelania@example.net,+34821 65 49 79,Plaza Lorenzo Cabezas 970 Piso 7 ,Ávila,Dinamarca,32456,54,Other,2015-06-13,4888
20260407000010,Francisco,Cámara,magdalenaagustin@example.com,+34 920 37 39 73,Paseo Jesús Ruiz 84,Zaragoza,Maldivas,04501,66,Female,2024-06-03,6811
20260407000011,Lisa-Marie,Holzer,emanuela07@example.net,02153 32939 543,Schlagerring 3,Gallneukirchen,Grönland,5367,44,Other,2010-08-21,
20260407000012,Gabriela,Tauber,lpaier@example.com,+43 73275526618,Kirchnerstr. 105,Kufstein,Vereinigtes Königreich,9275,48,Female,2011-08-23,"4189,6110,5536"
20260407000013,Jeannette,Noack,linkeedelgard@example.org,0656293625,Gottlieb-Kaul-Platz 621,Hofgeismar,Belgien,86055,50,Other,2016-06-20,"6425,2156,4586"
20260407000014,Mariana,Wegmann,jbauer@example.org,055 194 83 92,Bauerstrasse 812,Uzwil,Namibia,2040,79,Other,2018-05-30,
20260407000015,Leoni,Burger,amarte@example.net,(01) 02276 088,Schartnerweg 0/8,Laakirchen,Jordanien,2738,29,Other,2017-02-14,"9034,3111"
