customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
260425000000,Joséphine,Morel,charlottefrancois@example.com,04 86 74 25 29,"81, avenue de Gomes",Saint Paul,Norfolk (Îles),82940,61,Male,2013-02-14,8424
260425000001,Gerd,Tanner,siegristtherese@example.net,+41 31 041 94 57,Sutterstrasse 368,Opfikon,Polen,6320,35,Male,2022-03-31,
260425000002,Sarah,Steiger,luise62@example.org,05555/75411523,Meusburgerring 9,Schladming,Kasachstan,8170,68,Female,2022-06-06,7829
260425000003,Denis,Löffler,fkoch-ii@example.net,01653050999,Stolzeallee 69,Staßfurt,Mauritius,13200,57,Male,2017-12-06,"2881,4943,9663"
260425000004,Nathan,Cox,griffithsjosephine@example.org,(0306)9990391,744 Amy Dam,Port Barbarafurt,Bouvet Island (Bouvetoya),PE6H 7RH,73,Other,2019-08-27,"5090,1314,7476"
260425000005,Umberto,Lombardi,pellegrinobazzi@example.net,+39 05788513034,"Via Mazzocchi, 41 Appartamento 28",Gabicce Mare,Territorio dell'arcipelago indiano,46048,58,Male,2017-02-19,"9841,2759,3390"
260425000006,Adrianna,Martyn,damianbukowiec@example.net,+48 883 198 366,aleja Letnia 71,Nysa,Suriname,53-054,39,Other,2010-10-25,"5489,8554,3564"
260425000007,Virginia,Iannelli,sberengario@example.com,+39 04452176429,"Piazza Santoro, 19 Piano 1",Allume,Nicaragua,54029,78,Other,2013-10-09,"7190,3542,4336"
260425000008,Hasso,Hentschel,kjessel@example.org,05781 22472,Gertraude-Jäntsch-Gasse 73-22,Altötting,Niederländische Antillen,13627,72,Other,2018-01-25,
260425000009,Jo,Steinberg,bwirth@example.org,0326053996,Heinz-Peter-Schwital-Ring 33-59,Sternberg,Réunion,25334,54,Male,2021-12-17,"9662,8933"
260425000010,Anneke,Ortmann,handeirma@example.net,+49(0)5628 748264,Slavko-Trupp-Weg 91/72,Gotha,Togo,53610,36,Other,2024-11-28,3958
260425000011,Randolf,Staude,heinz-wilhelmpruschke@example.com,+49(0)7468 393892,Janin-Dietz-Straße 221,Haldensleben,Republik Korea,07056,31,Male,2013-02-14,"9297,4546"
