customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
20260422000000,Romana,Telesio,agnesialphons@example.org,+39 0731476252,"Rotonda Loredana, 65",Ferentino Stazione,Suriname,83048,49,Other,2013-10-13,7940
20260422000001,Georg,Thanel,annelenehering@example.com,+49(0)5597776802,Schomberstraße 6,Gütersloh,Kap Verde,69938,44,Male,2025-02-11,
20260422000002,Angelika,Sporysz,jedrzejjedraszczyk@example.org,+48 501 409 263,pl. Sucharskiego 15,Bielawa,Georgia,16-904,35,Other,2022-06-23,2873
20260422000003,Cornel,Benz,gasserpascale@example.org,044 612 87 51,Leunbergerstrasse 63,Chêne-Bougeries,Andorra,1493,28,Other,2010-10-19,
20260422000004,Claire,Paul,margauxlamy@example.net,04 99 33 75 84,"10, boulevard Claude Julien",Petit,Rép. Dém. du Congo,78760,46,Female,2021-06-23,
20260422000005,Paloma,Collado,melchor82@example.net,+34823 14 02 32,Urbanización de Yéssica Bueno 50,Albacete,Chipre,21081,32,Male,2025-10-22,
20260422000006,Bernadette,Rieder,neumayerfriedrich@example.com,06209/94302298,Viola-Bayer-Platz 0/7,Marchegg,Malta,3135,45,Female,2011-02-03,
20260422000007,Käte,Stiebitz,hgeissler@example.com,+49(0)8605120436,Hethurstr. 920,Saarbrücken,Sudan,87952,79,Other,2017-04-09,
20260422000008,Tom,Rice,ygould@example.com,+44808 1570557,612 Megan Summit,New Elliott,Ireland,N72 5SF,59,Female,2018-11-26,
20260422000009,Etta,Saragat,mariomontalti@example.net,02071038761,"Via Lina, 654 Piano 7",Torre De' Negri,Porto Rico,43038,80,Female,2012-08-12,"3462,4258"
20260422000010,Kornel,Szok,karina12@example.net,728 035 597,aleja Turystyczna 20/99,Świecie,Hungary,37-941,64,Female,2015-08-30,"5913,2856,8191"
20260422000011,Friedrich-Karl,Scheel,george10@example.org,04197 643727,Frida-Gorlitz-Gasse 1181,Arnstadt,Kolumbien,60363,70,Other,2010-11-03,"7225,2120,7142"
20260422000012,Albrecht,Christoph,aotto@example.net,08470 64930,Sigmar-Rosenow-Ring 55,Passau,Mexiko,28946,42,Male,2010-01-27,2217
20260422000013,Yasemin,Hentschel,tadler@example.com,+49(0)2340 13642,Iris-Seip-Platz 0,Tuttlingen,St. Vincent und die Grenadinen,84445,29,Other,2012-02-19,"7064,5362"
20260422000014,Julijana,Höfler,amelia05@example.net,+43 2223 99203 740,Naomi-Reichel-Weg 1/1,Hallein,Bouvetinsel,2199,42,Male,2025-04-08,
20260422000015,Julianna,Podleśna,szumiecmelania@example.org,+48 32 648 88 54,al. Kaliska 311,Siemianowice Śląskie,Uruguay,28-093,61,Male,2016-03-07,1718
20260422000016,Gérard,Gilbert,luc30@example.net,+33 (0)4 67 04 92 69,"67, rue Nicole Becker",Pichon-sur-Normand,Réunion (La),52527,52,Other,2013-10-20,"8490,8414,1373"
20260422000017,Sami,Hänel,vera50@example.org,09388640154,Peggy-Weinhage-Ring 490,Schwarzenberg,Honduras,56942,18,Female,2017-02-15,"3902,3923"
20260422000018,Narcisa,Barral,zbermudez@example.net,+34 749693969,Pasadizo Amor Roura 5,León,Djibouti,21640,19,Male,2012-01-20,"3633,4839,6528"
20260422000019,Paweł,Tondera,olgierdoleksa@example.org,536 834 547,plac Szarych Szeregów 16,Mysłowice,Taiwan,05-622,44,Other,2019-10-13,4382
20260422000020,Erdogan,Stolze,ocarsten@example.com,0020102938,Trubingasse 8-6,Ingolstadt,Gabun,04040,75,Other,2016-06-08,7800
20260422000021,Paweł,Wrześniak,gpietraszkiewicz@example.net,+48 660 037 857,pl. Tysiąclecia 05/13,Sanok,North Macedonia,64-876,63,Other,2019-09-07,
20260422000022,Santino,Maderno,gioeletosto@example.com,+39 09258356239,"Stretto Missoni, 6 Piano 0",Perdaxius,Etiopia,35010,78,Female,2018-12-17,7185
20260422000023,Callum,Clark,rosemary98@example.org,(0161) 4960108,89 Green Heights,South Melissashire,Fiji,W16 3JG,28,Other,2015-03-15,
