customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
20260424000000,Kajetan,Skupin,sonia20@example.com,+48 690 039 789,pl. Kruczkowskiego 13,Świdnik,Angola,88-059,60,Female,2011-08-24,"6853,8071"
20260424000001,Laurenz,Nemeth,ltanzer@example.net,+43 (0) 3609 46162770,Tobias-Luttenberger-Ring 1,Drosendorf-Zissersdorf 1,Senegal,8089,39,Male,2023-12-26,"1123,8385,2035"
20260424000002,Clara,Hartmann,timothybattig@example.com,+41 52 056 03 72,Bieristrasse 17,Suhr,Färöer,2284,59,Other,2024-11-05,"9526,9503,5969"
20260424000003,Kyle,Roberts,alihazel@example.org,(0116)4960625,Flat 6\nHaynes Vista,Port Amelia,Hong Kong,ZE24 7GW,57,Female,2014-08-05,
20260424000004,Romana,Hiller,diana56@example.org,(05075) 300129,Gertraut-Warmer-Gasse 9-5,Lüneburg,Tadschikistan,77751,41,Other,2013-03-08,6484
20260424000005,Isabelle,Guyot,veronique85@example.com,0233771592,"788, boulevard Diaz",Lefèvre-la-Forêt,Polynésie française,08278,46,Male,2025-06-20,"5345,7847,1800"
20260424000006,Gerti,Stumpf,ingolf19@example.com,07935 217990,Beckerstraße 69-78,Stuttgart,Alandinseln,91846,35,Male,2010-02-13,8595
20260424000007,Ermanno,Visintini,giacinto83@example.org,+39 0773454414,"Borgo Bettoni, 65",Guardia Piemontese Marina,Isole Cayman,73025,76,Male,2022-06-30,"3015,3010"
20260424000008,Andres,Schaub,milka99@example.org,+41 22 861 37 49,Müllerstrasse 63,Flawil,Kroatien,5603,77,Male,2018-11-04,"8426,4106"
20260424000009,Nathan,Foster,christian32@example.com,+44(0)1314960054,940 Morrison Row,Lake Carolinebury,Swaziland,EC72 9XG,20,Male,2018-05-16,"1060,6846,6432"
20260424000010,Ángeles,Pastor,rosamata@example.net,+34926001219,Paseo de Ciriaco Blanco 45 Piso 2 ,Ciudad,Chad,28805,25,Female,2017-03-21,
20260424000011,Maritta,Johann,schombertim@example.org,+49(0)9255 782038,Heuserallee 7,Iserlohn,Republik Korea,34009,78,Male,2018-06-16,"1086,5161"
20260424000012,Daniel,Wiesner,gruenbergerlia@example.org,+43 (0) 5508 82128108,Kuglerstr. 7,Gleisdorf,Kuba,6151,50,Male,2023-07-14,
20260424000013,Ulla,Ernst,salihtschentscher@example.org,+49(0) 387242195,Jäkelallee 6,Duderstadt,Falklandinseln,34954,20,Other,2023-09-15,"4015,9298,9506"
20260424000014,Klaus Peter,Trubin,lilijageisler@example.com,+49 (0) 1654 307487,Miroslav-Warmer-Gasse 85/44,Bad Brückenau,Libyen,05567,36,Female,2022-11-08,"8797,3278"
20260424000015,Justyna,Karsznia,ewelina17@example.net,22 062 22 32,plac Żwirki i Wigury 991,Oława,San Marino,78-692,47,Other,2018-04-27,
20260424000016,Erina,Ender,pweidinger@example.org,(02209) 41891 767,Kraxnerplatz 522,Allentsteig,Slowenien,3845,29,Other,2025-10-03,
20260424000017,Laurenz,Becker,zobeltraudel@example.net,00294 20365,Raisa-Bender-Ring 59,Guben,Barbados,21904,72,Male,2017-02-20,9349
20260424000018,Tabea,Ammann,zurchermarcel@example.org,026 508 49 47,Wirthstrasse 18,Pully,Saudi-Arabien,6441,64,Male,2016-01-08,"3603,1365,5948"
20260424000019,Nina,Berrè,echiesa@example.net,0571778740,"Incrocio Giulio, 71",La Magdeleine,Gabon,37059,80,Female,2020-02-06,
20260424000020,Eleanora,Chigi,emiliogolgi@example.org,+39 0544492385,"Borgo Fattori, 3 Appartamento 59",Villa Salina,Austria,23025,79,Other,2012-09-27,
20260424000021,Efraín,Andrade,tmanso@example.net,+34 942 32 39 75,Calle Quique Gisbert 7 Piso 0 ,Salamanca,Perú,42369,51,Female,2012-10-01,8637
20260424000022,Josefine,Staude,mariekitzmann@example.net,04997 84491,Florence-Bolnbach-Platz 8-7,Saarlouis,Vereinigte Arabische Emirate,45217,37,Female,2024-05-14,"9219,3530,5396"
20260424000023,Max,Roos,wyssalwin@example.net,+41 34 693 44 89,Lüthistrasse 73,Wallisellen,Oman,3841,20,Male,2010-10-23,6879
20260424000024,Nikolai,Reiterer,eeberhard@example.net,+43 (0) 7766 38065397,Pfeifferstraße 67,Rohrbach in Oberösterreich,Philippinen,8825,27,Other,2024-09-06,2661
20260424000025,Paride,Zamorani,emomatilda@example.org,+39 0921274104,"Via Cilea, 4",Castellano,American Samoa,07040,27,Female,2021-02-02,
20260424000026,Nath,Blin,laurehamon@example.net,0545072024,"123, rue Aimé Buisson",Saint Vincent,Portugal,34549,41,Male,2013-02-09,7853
